0.411114122,66308,0.292
0.997457215,45533,0.947
0.681734011,52140,0.524
0.574744753,63115,0.437
0.906472942,54302,0.821
0.549357616,64416,0.442
0.395267012,77388,0.237
0.702909277,44953,0.579
0.468598739,66718,0.39
0.58422494,62069,0.47
-0.006739576,99,0.077
0.008373412,99,0.074
0.002450755,99,0.073
0.431567951,64691,0.501
1.025960004,40811,0.902
0.630616921,59544,0.653
0.639136436,47848,0.754
0.779743324,50774,0.791
0.644147916,54511,0.713
0.812670301,53886,0.834
0.912939292,16616,1.068
-0.033697879,99,0.079
1.006341201,60136,0.938
-0.04717703,99,0.081
0.563128998,78619,0.336
-0.074135334,99,0.08
-0.074135334,99,0.082
0.865829174,57832,0.81
-0.026958303,99,0.074
0.400051045,76599,0.276
-0.006739576,99,0.074
-1.96012E-16,99,0.073
-1.96012E-16,99,0.072
0.201705875,79602,0.145
0.60656182,62538,0.513
0.833991868,58588,0.814
0.249657329,77476,0.185
0.491842519,71679,0.344
0.676364569,61008,0.5
0.271508624,41635,0.328
0.71344728,54147,0.542
0.837190103,63813,0.723
0.555575464,65695,0.435
0.667821546,51853,0.538
0.705789113,39226,0.69
0.016380631,99,0.072
-0.020218727,99,0.071
0.264528349,76556,0.194
0.001895506,99,0.072
0.782847979,49322,0.762
0.232229789,75738,0.183
-0.033697879,99,0.071
-0.033697879,99,0.073
-0.026958303,99,0.074
0.031748461,99,0.068
-0.008371512,10749,0.071
0.214882233,53352,0.264
0.829705418,49433,0.811
0.225386871,57854,0.348
0.241529277,51242,0.549
0.808208698,46936,0.946
0.507103055,61877,0.602
1.033132675,14613,1.143
0.881960291,8800,1.128
0.897472069,19808,1.047
0.981117098,24131,1.061
0.99128654,26114,1.047
0.952276778,33323,1.065
0.717088273,8978,0.789
0.713297514,39587,0.923
0.662606943,54339,0.918
0.524439934,39839,0.685
0.75336071,33578,0.751
0.214973997,46934,0.63
0.748952522,39328,0.798
0.596980058,32094,1.022
0.61989209,36833,1.052
0.766910652,41797,0.875
0.496470311,48466,0.893
1.029484718,13644,1.167
0.77388192,40770,0.801
0.639858466,47204,0.857
0.84354412,30563,0.972
0.443625505,22573,0.685
0.748564287,50242,0.878
0.96984176,15572,1.134
0.976070042,35596,0.947
0.73609067,51355,0.914
0.545719662,56474,0.656
0.707267578,41602,0.875
1.028783738,11342,1.118
0.95524295,32321,1.005
0.683966786,14721,0.997
0.610772313,47178,0.732
0.706497875,44630,0.778
0.48788208,11430,0.667
0.848884231,29764,0.981
0.804470138,45037,1.042
0.807891871,45673,0.95
0.745458407,33566,0.904
0.582399674,48076,0.657
0.828835236,39614,0.911
0.918173929,26504,0.903
0.571922242,44656,0.702
0.868025658,39382,0.935
0.867025199,21331,0.929
0.629343376,41263,0.708
0.790049978,42914,0.823
0.686102517,40988,0.823
0.769746343,48067,0.8
1.005002083,39914,1.035
0.854724515,48545,0.98
0.87558417,48270,1.017
0.847239988,52191,0.943
0.801023031,43394,1.034
1.024447179,40013,1.08
0.827835658,52364,0.937
0.763936173,45668,0.896
0.923332682,51308,1.016
0.997624975,24100,1.138
0.909347171,53258,1.01
1.086671484,32018,1.12
1.06333737,34590,1.117
0.993260237,35396,1.117
0.969612009,47882,1.069
0.811553453,39377,0.916
0.956990375,30525,1.06
0.824162695,31462,0.981
1.184043717,11366,1.216
0.714249293,46278,0.976
