0.74533527,47106,1.038
0.920027016,26071,1.131
0.90496787,28609,1.123
0.693510173,51296,0.891
1.003870732,34593,1.091
0.577024791,51039,0.677
0.556704245,50938,0.752
1.000672798,30767,1.094
0.765094233,33869,0.82
0.810614883,37767,1.012
0.759115714,53749,0.874
0.821361283,46154,0.907
1.060759256,23251,1.077
0.79806533,46850,0.953
0.74404231,41432,0.836
0.722588587,20102,0.928
1.034016787,12334,1.15
0.807634364,36328,1.049
0.781020949,47584,0.986
0.922085261,37205,1.078
1.035725334,24545,1.101
0.494851388,55199,0.696
0.587546586,45709,0.786
0.887969741,21950,0.898
0.284630742,16332,0.284
0.394426085,47643,0.493
0.417021778,55106,0.497
1.04175545,16699,1.105
0.603784946,50745,0.661
0.416739332,55062,0.459
0.376061272,61224,0.323
0.928103747,25208,1.022
0.768543402,48259,0.763
0.984748522,31827,1.095
0.40280702,49659,0.6
0.801872392,29985,1.016
0.64203335,50391,0.67
1.004225639,33879,1.103
0.863690238,26538,1.021
0.89540585,40647,1.072
0.838837069,49132,0.87
0.753037992,30159,0.966
0.73151297,46760,0.791
0.488741226,24298,0.748
0.85362179,39704,1.046
0.821402756,35450,1.088
0.966244575,46455,1.079
0.499146172,50734,0.737
0.659762897,50791,0.8
0.951167286,43013,1.068
0.624376748,48352,0.739
0.627706643,52087,0.725
0.470222225,24140,0.786
0.851057185,30387,1.126
0.852191011,21524,1.129
0.912884676,42233,1.096
0.842175554,36408,1.097
0.921317298,39565,1.097
0.540787358,57892,0.588
0.425532568,53841,0.524
0.861340934,26631,0.935
0.824562165,41247,1.032
0.969680018,44410,1.022
0.584747026,53994,0.809
0.721438768,37812,1.011
0.806954532,49869,0.981
0.596640381,58759,0.786
0.518342464,54348,0.608
1.01048127,11803,1.128
0.691016351,29606,0.79
0.828821612,44871,0.996
0.89540585,39739,1.026
0.465740961,56379,0.664
0.405803195,56397,0.626
0.636931274,40340,0.88
0.683482374,50457,0.784
0.926680968,18131,1.069
0.964429441,19564,1.046
0.256016724,57004,0.273
0.5083747,53971,0.55
0.637131847,56790,0.579
0.052122968,70900,0.105
0.797200486,28597,0.818
0.990472596,9440,1.139
1.011613511,9269,1.133
0.166587495,58228,0.213
0.971277309,11153,1.035
0.852531808,42558,1.019
0.713256809,42640,0.89
0.891915071,18510,1.103
0.842218923,40723,1.067
1.015090839,39248,0.956
0.788591922,44369,1.002
0.661447092,47964,0.908
0.767278627,32225,1.123
0.768801005,34307,1.065
1.003194756,38676,1.103
0.767825122,36482,1.081
0.527413745,31383,0.838
0.774656306,14212,1.02
0.646425217,40505,1.046
0.985303155,33348,0.957
0.930680557,38037,1.165
0.784576374,26125,0.852
0.767736977,37919,0.749
0.894459602,37609,1.149
0.639398856,18603,1.101
0.703338741,21167,0.903
0.823902008,40298,0.948
0.766880248,9842,0.993
1.32320041,10181,1.276
0.502545066,62070,0.586
0.60064741,18704,1.149
0.674390833,52721,0.645
0.70092177,41180,0.791
1.195216162,8216,1.26
0.957087595,22115,1.014
0.932456665,21385,1.244
1.029642289,9841,1.121
0.945347771,26293,0.983
0.862522415,41164,0.898
0.898710614,30902,1.144
0.742527703,53189,0.615
0.845543842,35923,0.969
0.542347244,47272,0.81
0.768479376,48618,0.975
1.129151171,10737,1.253
0.724652037,16511,0.885
1.052876783,18186,1.228
0.863603649,33617,1.129
0.875484587,37960,1.088
0.279174148,53954,0.309
1.061315108,18793,1.153
0.667198806,36238,0.804
0.682025446,45409,0.804
0.745965332,33008,0.799
0.495090086,41977,0.664
1.063467513,18511,1.156
0.787665257,34089,0.99
0.189882084,59663,0.248
1.081492703,15022,1.112
1.086164759,21107,1.122
0.902146004,39034,0.965
1.079180724,8797,1.168
1.108856261,19155,1.138
0.935128028,42892,1.033
0.576690421,44514,0.636
0.319427991,66648,0.436
1.282843282,11664,1.141
0.864430448,9831,1.135
1.076958531,21554,1.13
0.43522401,15884,0.775
0.748339282,44764,1.026
0.454532814,35645,0.933
0.734404091,42245,0.885
1.030745984,16893,1.145
1.342834095,11063,1.156
1.056795052,25490,1.121
0.954051048,34546,0.997
0.901004549,39181,0.874
1.159561266,13515,1.103
0.893240005,10991,1.069
0.869163979,29887,0.889
0.338786373,24810,0.961
0.696001137,22172,0.749
0.515586567,26533,0.859
0.7306216,14071,0.867
1.030636113,22776,1.108
0.512521473,38075,0.757
0.76594917,34841,0.969
0.451943879,45225,0.867
0.743284365,12811,0.917
1.365328348,10605,1.191
0.677264062,37307,0.856
0.829303652,42047,1.068
0.915408617,24618,1.072
0.807350279,17045,1.013
0.66606113,50942,0.569
0.9132233,32101,1.069
0.816692577,32751,0.995
1.064873795,12969,1.127
1.060179724,11842,1.147
0.755685596,35143,0.806
0.797702926,22197,0.817
0.76620422,30130,0.9
0.485212593,21084,0.714
0.671105256,16854,0.762
0.616081028,36606,0.676
0.654808168,43224,0.588
0.349310758,57502,0.413
1.055329184,12618,1.122
0.421483238,47750,0.483
0.775870192,37914,0.863
0.819254672,33279,0.911
0.836458132,29547,1.045
0.62260499,41039,0.731
1.094012413,12293,1.161
0.878920641,23293,1.131
0.860798566,35217,1.066
1.211224344,13127,1.236
1.090909091,14705,1.161
1.279871552,12497,1.16
1.077765608,16501,1.133
0.757502738,22311,0.976
0.855245027,35432,0.936
0.663565845,41186,0.95
0.649623091,42143,0.938
0.772057929,35069,1.073
0.614412819,45886,0.989
0.862780668,36132,0.959
0.832810028,31019,1.104
1.128319102,12917,1.155
0.699103713,28383,1.058
0.792680884,17277,1.046
0.57661148,12040,1.062
0.739783376,38825,0.887
0.800639219,34296,1.012
1.17772658,11808,1.199
0.662874939,17165,0.856
0.651510699,17939,0.928
0.810660825,26746,1.093
0.807016924,35401,1.024
0.963140601,15829,1.138
1.079640745,12804,1.159
0.285333849,68607,0.375
0.331884598,35699,0.751
0.604458891,30751,0.82
0.945861368,18029,1.14
0.353735799,18076,0.794
1.181212277,13278,1.154
0.755841548,28883,1.016
0.897042716,12950,1.062
0.544205915,45678,0.77
1.176122673,11749,1.149
0.810660825,37217,0.989
0.452354874,24601,0.739
0.80983023,31718,0.909
0.803066813,10094,1.03
1.007431485,17641,1.114
1.023591814,9513,1.1
0.719732519,30944,0.771
0.478422782,32967,0.604
0.860127378,23231,1.061
0.519781761,42561,0.62
1.00557381,11988,1.112
0.536692223,41163,0.628
0.486816164,38632,0.545
0.522667165,43824,0.571
0.844131109,15816,1.073
0.952297676,8143,1.256
1.16440699,5744,1.263
1.362145754,6998,1.265
1.307159925,6129,1.275
0.974437032,9039,1.278
0.653476207,30878,1.141
0.700041194,17760,0.966
0.773706872,39318,1.097
0.699423772,34715,1.051
1.52436127,7635,1.265
0.639365839,10907,1.135
1.37134981,9565,1.28
0.454297715,36211,1.128
0.566819862,43287,1.038
0.81816724,41984,1.15
0.775871609,28932,0.922
0.626937701,29197,0.883
0.78476844,32765,0.814
0.823625061,29117,1.222
0.765047924,12793,1.102
0.569950999,51698,0.779
0.668500652,31155,1.231
0.177705887,71855,0.243
0.944721097,8882,1.287
0.692529233,46242,1.083
0.669799494,40099,1.011
0.741235816,11557,1.143
0.650316861,47882,1.049
0.790434385,9116,1.079
0.549115405,45003,0.96
0.391448606,26279,1.01
0.855533931,8098,1.246
0.963697089,10060,1.284
0.721112909,51256,0.853
0.387973127,50436,0.754
0.780626933,46165,0.949
0.481974733,42919,0.83
0.719295914,37777,0.815
0.646990558,25919,1.188
0.167147557,73989,0.191
0.46948776,56243,0.737
0.649552836,39927,0.796
0.69619532,14350,1.06
0.413014878,23668,0.767
0.72886589,45809,0.703
